1.665154264972776854e-01,5.374118240777264350e-07,3.136076616826735997e+00,3.313481851673692469e-01,3.112892702368756370e-01,1.112076689406813257e+00,0.000000000000000000e+00,3.148820326678765658e-01,-3.825760130599042697e+01,1.953067093046418679e+00,6.884199811557298876e-01,2.372985717018725738e-01,1.930988205498266885e-01,7.290519910555307015e-02,1.426181854176280239e-01,4.826747958019927398e-01,-7.424609444971554117e-02,-8.269851502109812347e-02,-1.639945073165825773e-02,3.531077001738209820e-01,-1.347316940875628866e-01,3.676022973833431139e-03,1.211960619968950083e-03,2.792534093570807341e-02,5.465308592049173027e-03,7.218210291268326029e-02,8.756778069235002931e-03,7.529603219368397049e-02,8.735014428834890488e-04,4.812557384883264116e-04,1.267838075977854341e-02,1.072111777646257355e-02,1.091234590695217737e-03,2.583999842574164624e-02
1.796733212341197761e-01,4.529000498490417964e-07,3.022268252805090150e+00,3.866830945007558307e-01,3.319231233472962339e-01,1.030913068761658336e+00,3.464800388119869227e-03,3.185117967332123379e-01,-3.923352742914917712e+01,1.952646961769142209e+00,1.902599148864251022e-01,5.012231598731724524e-01,-1.075554005722493822e-01,-2.561174691628713140e-01,2.542288330334830856e-02,4.175303596146787144e-01,3.148032456829568115e-01,1.672705869870287909e-01,1.756764806063840778e-01,2.470701428983968218e-01,1.619272318802801036e-01,7.435821258788607307e-04,1.406431340793733381e-03,8.758258116907726223e-03,9.323624380852879373e-04,2.541442319298069415e-03,1.008231883546839482e-03,2.719890984098266018e-01,3.883689626815324102e-04,4.748706252127639187e-03,7.237148606689984380e-03,5.148333686901018780e-02,2.393277381595200395e-03,7.437281971323980723e-02
1.637931034482758563e-01,4.692155719759817920e-07,3.157158127196459940e+00,3.560514850268548526e-01,3.336715113451568793e-01,8.564360038215540483e-01,3.321131725678978883e-03,1.642468239564428278e-01,-3.899126096066688518e+01,2.210049248605781003e+00,4.740908848533532116e-01,5.766260347830846067e-01,2.595614517772463770e-01,1.286762254685821782e-01,1.914206410134587644e-01,3.734260549136847462e-01,3.286107136270238066e-02,8.031665239773512488e-02,-4.960906334691428388e-02,4.555495888147438610e-02,-1.256578291324837726e-01,1.447760059144948507e-02,8.615839630930762849e-04,1.109377585882243417e-01,3.752911373212300308e-03,4.377790341017315928e-02,2.388030305896057370e-03,9.349776413100621686e-02,4.847758225368482637e-04,5.311983629639454446e-04,1.179803463850605250e-02,1.146726244043473793e-02,2.197142912812082016e-03,3.669908053857251495e-02
1.143375680580762249e-01,5.308171593142282086e-07,3.051781141496423100e+00,3.920065940338667843e-01,3.375142348778493728e-01,8.492196388166104448e-01,3.274216891590593388e-03,1.588021778584391974e-01,-3.954829955749318060e+01,2.093452425993842958e+00,5.207040123478837712e-01,6.655532239097373681e-01,-6.953629443314794829e-03,-5.988126772710014589e-02,1.760644000499898831e-01,6.417844002212830246e-02,3.763173196348315597e-02,1.617240750271964345e-01,-2.441834417106741179e-02,1.058876541555522216e-01,8.925276894821032592e-02,1.246595121352869458e-03,1.683796790475037414e-03,3.537251617162093242e-02,3.332218196652192866e-03,5.235117145593012541e-03,7.153371107034165116e-04,3.225065367165547148e-01,8.715238717899837059e-05,2.697452668779287081e-03,5.311520806405901386e-03,1.662953218510779610e-02,1.577294971863005464e-04,8.785247277375547725e-02
1.488203266787658796e-01,2.224274479673503391e-02,2.656239697555073498e+00,2.604757109052935338e-01,2.278819461979325056e-01,1.805949618779306265e+00,6.896289860603195369e-03,3.257713248638838266e-01,-2.338766660338493608e+01,5.082874297066177771e-01,3.688588320036347290e-01,-1.639696508524598473e+00,-1.363314037610906082e+00,7.721821402777671872e-02,-2.430294352302213023e-01,-4.021235954229472331e-01,7.629337491142711147e-02,-5.410834543842710231e-02,4.660124400957272872e-01,2.856619557472049320e-01,1.657782923119223151e-01,3.489706936336248091e-03,1.775263191999763108e-03,6.506447431634587719e-03,5.225739018531625965e-03,3.664157327531687020e-03,1.563886915576942829e-02,3.860437944999205173e-03,1.099078744128290097e-03,2.367809943974278145e-02,8.304222543318364250e-03,4.867587263219938509e-03,2.748464344484578391e-03,6.292239607990101659e-03
2.586206896551724310e-01,1.703158896161739710e-02,3.216107571179688041e+00,2.853469502180470130e-01,2.130660114540362526e-01,2.176614694270553763e+00,1.757085718566616175e-03,3.502722323049001774e-01,-2.403547210721561456e+01,3.165650123234534097e-02,2.462642064233389050e-01,-1.016439871983255916e+00,-1.112683689094416284e+00,-2.294891691269365930e-01,-1.538035243026094623e-01,1.423961751695251576e-01,-5.032291812333222064e-02,4.836395854175891407e-02,6.359381757381324385e-02,8.337545926337263866e-03,-8.570660558752860037e-02,8.897721468494665734e-03,6.673173835978275445e-03,6.105207007322198051e-03,2.515368580964925070e-03,5.649049988889299177e-03,2.467793240986987987e-03,3.523622527404116165e-03,1.680376063651298343e-03,3.555415264657706912e-03,7.569101223793110733e-04,3.200105496101421625e-03,3.625489866726707300e-03,2.234284337765907701e-03
2.572595281306714887e-01,1.426500717309583943e-02,3.211298366257195891e+00,2.758873391657501450e-01,1.902351891466569633e-01,1.869834091221561634e+00,1.779083007706480299e-03,3.321234119782214278e-01,-2.533242672359440206e+01,-6.942870002994711021e-02,5.558520295509143949e-01,-6.887233877558791573e-01,-7.092265021386492396e-01,4.684432026149433215e-01,7.055676699432139598e-01,4.885970701752602452e-02,6.159108684993326588e-02,-3.140703506357533925e-02,3.536638201680714633e-01,2.787014176807773858e-01,6.204735546374433586e-01,8.292708054446104940e-03,1.354019351123130063e-03,1.014991282683536111e-02,4.182868036744036917e-04,1.087462259695230749e-02,2.782476298930843493e-03,1.217498172080189352e-02,8.776330129212629684e-04,4.850912486575172599e-04,1.037451052059360510e-03,1.870215978538710723e-03,2.869774937304546761e-03,4.340731430107575874e-03
2.640653357531760337e-01,6.653657759172502094e-03,3.139077992872817191e+00,2.650622534986847856e-01,1.755314050343949606e-01,1.699100126821452506e+00,1.599165923089755723e-03,3.339382940108893139e-01,-2.647031293321129652e+01,-3.003894076830785353e-01,2.233545604780263483e-01,-6.733640365105880710e-01,-7.572406725917680825e-01,6.860624565800563790e-01,1.052727130221345009e+00,5.096219575481517744e-02,4.170183118296524882e-01,3.439262228790840314e-01,8.900248027537638329e-02,-5.388340422748898878e-02,4.056268538517713851e-01,1.571181349684639154e-03,2.176383805934431655e-03,3.639744543398838825e-03,2.030576945917126014e-04,3.801788095252801262e-03,1.393086010502844882e-03,3.406903384606059862e-03,6.285035071156637888e-04,1.575706681802930154e-03,2.529605922324440221e-03,4.551287053903349013e-03,9.818725887173343839e-04,1.326340264813112265e-03
2.495462794918330285e-01,1.415801937627951144e-03,3.227170476765621743e+00,2.463606442173841005e-01,1.745447011643389834e-01,1.955890768972765814e+00,1.978166140038620843e-03,3.421052631578947456e-01,-2.770721663726540029e+01,1.578163073071496003e-01,-9.342716113394948507e-02,-7.253667650943466105e-01,-8.655148793528983919e-01,4.192422879321769935e-01,8.114969873758226537e-01,2.424104630933414661e-01,-1.284872240395792675e-01,1.203426568740497832e-01,2.377793193922652371e-01,1.289983858114074344e-01,3.970694838066706756e-01,4.143606292313343001e-03,2.155893889977956220e-03,5.046270515055447346e-03,8.242570094819793788e-03,1.265787710838701258e-02,1.492703479653053776e-03,2.019504890980578903e-03,6.595234711244961530e-03,2.127566341859244044e-03,2.560910478245964975e-03,3.293920095123344192e-03,4.824643231170827259e-03,3.121177805898034223e-03
1.760435571687840317e-01,5.991335842049495646e-03,1.610869144880193060e+00,2.013730587814465400e-01,2.204214755339009568e-01,6.987966100370623934e-01,5.311011661056692056e-03,1.343012704174228744e-01,-2.509166456301297643e+01,1.382886895250966086e+00,-3.580092613954606318e-01,-4.725038251490490948e-01,-1.632013465710909328e+00,-2.457429415524153282e-01,-2.676664426897989446e-01,-5.193155117507932683e-01,6.543224874983288863e-01,5.426992273083162122e-01,2.197985798346953346e-01,-1.927199494718555284e-01,-3.169982942729260983e-02,1.687947293726070955e-02,1.261906957041103623e-02,4.224435916545487418e-03,2.013309284768106250e-03,2.610940917977916300e-03,2.133557205464244912e-03,2.480583102231035449e-03,2.094149135227219190e-03,1.303741546724779959e-02,3.999527171334776865e-02,3.690994661632435864e-02,2.399043206163547354e-02,1.319405830527290574e-02
